workerid,proliferate.condition,adj1,adj2,label,left_end,object,response,right_end,rt,slide_number_in_experiment,utterance,error
51,condition1,open,wooden,box_open_wood,"""wooden open box""",box,[0.93],"""open wooden box""",4016,49,,
51,condition1,red,glossy,nails_red_glossy,"""glossy red nails""",nails,[0.04],"""red glossy nails""",5033,50,,
51,condition1,young,sad,woman_young_sad,"""sad young woman""",woman,[0.15],"""young sad woman""",6552,51,,
51,condition1,straight,blond,hair_straight_blonde,"""straight blond hair""",hair,[0.05],"""blond straight hair""",4404,52,,
51,condition1,wooden,dirty,spoon_wooden_dirty,"""dirty wooden spoon""",spoon,[0.07],"""wooden dirty spoon""",6885,53,,
51,condition1,black,glossy,nails_black_glossy,"""black glossy nails""",nails,[0.83],"""glossy black nails""",11179,54,,
51,condition1,striped,red,frog_striped_red,"""red striped frog""",frog,[0.84],"""striped red frog""",5949,55,,
51,condition1,old,sad,woman_old_sad,"""old sad woman""",woman,[0.86],"""sad old woman""",8590,56,,
51,condition1,black,matte,nails_black_matte,"""black matte nails""",nails,[0.91],"""matte black nails""",8135,57,,
51,condition1,spotted,green,frog_spotted_green,"""spotted green frog""",frog,[0.15],"""green spotted frog""",16824,58,,
51,condition1,small,round,earring_small_round,"""small round earring""",earring,[0.15],"""round small earring""",6731,59,,
51,condition1,striped,green,frog_striped_green,"""green striped frog""",frog,[0.88],"""striped green frog""",3829,60,,
51,condition1,short,blue,pencil_short_blue,"""blue short pencil""",pencil,[0.83],"""short blue pencil""",4023,61,,
51,condition1,glass,small,bottle_glass_small,"""glass small bottle""",bottle,[0.87],"""small glass bottle""",3675,62,,
39,condition1,,,,,Jessica,Jessica,,0,1,bot_check,
39,condition1,closed,cardboard,box_closed_cardboard,"""cardboard closed box""",box,[1],"""closed cardboard box""",8098,3,,
39,condition1,colored,square,picture_colored_square,"""colored square picture""",picture,[0],"""square colored picture""",5985,4,,
39,condition1,young,clean-shaven,man_young_cleanshaven,"""clean-shaven young man""",man,[0],"""young clean-shaven man""",6388,5,,
39,condition1,big,triangular,earring_big_triangular,"""big triangular earring""",earring,[0],"""triangular big earring""",6706,6,,
39,condition1,old,happy,woman_old_happy,"""happy old woman""",woman,[0],"""old happy woman""",5118,7,,
39,condition1,mustache-touting,hat-wearing,man2_mustached_hatted,"""mustache-touting hat-wearing man""",man,[0.23],"""hat-wearing mustache-touting man""",8988,8,,
39,condition1,metal,dirty,spoon_metal_dirty,"""dirty metal spoon""",spoon,[0],"""metal dirty spoon""",4410,9,,
39,condition1,bearded,glasses-wearing,man2_bearded_glassed,"""glasses-wearing bearded man""",man,[0],"""bearded glasses-wearing man""",6082,10,,
39,condition1,long,blue,pencil_long_blue,"""blue long pencil""",pencil,[1],"""long blue pencil""",3836,11,,
39,condition1,plastic,big,bottle_plastic_big,"""big plastic bottle""",bottle,[0],"""plastic big bottle""",5166,12,,
39,condition1,glass,big,bottle_glass_big,"""glass big bottle""",bottle,[0.99],"""big glass bottle""",3338,13,,
39,condition1,plastic,small,bottle_plastic_small,"""small plastic bottle""",bottle,[0],"""plastic small bottle""",4536,14,,
39,condition1,small,triangular,earring_small_triangular,"""small triangular earring""",earring,[0],"""triangular small earring""",3276,15,,
39,condition1,big,round,earring_big_round,"""big round earring""",earring,[0],"""round big earring""",3624,16,,
39,condition1,curly,blond,hair_curly_blonde,"""curly blond hair""",hair,[0],"""blond curly hair""",4780,17,,
39,condition1,metal,high,table_metal_high,"""metal high table""",table,[1],"""high metal table""",5721,18,,
39,condition1,short,blue,pencil_short_blue,"""short blue pencil""",pencil,[0],"""blue short pencil""",3439,19,,
39,condition1,short,black,pencil_short_black,"""black short pencil""",pencil,[1],"""short black pencil""",6342,20,,
39,condition1,dry,green,shorts_dry_green,"""dry green shorts""",shorts,[1],"""green dry shorts""",4574,21,,
39,condition1,young,sad,woman_young_sad,"""young sad woman""",woman,[1],"""sad young woman""",7623,22,,
39,condition1,old,clean-shaven,man_old_cleanshaven,"""old clean-shaven man""",man,[0.97],"""clean-shaven old man""",4820,23,,
39,condition1,old,sad,woman_old_sad,"""sad old woman""",woman,[0.02],"""old sad woman""",3750,24,,
39,condition1,open,wooden,box_open_wood,"""open wooden box""",box,[0.02],"""wooden open box""",5388,25,,
39,condition1,metal,clean,spoon_metal_clean,"""metal clean spoon""",spoon,[0.97],"""clean metal spoon""",3946,26,,
39,condition1,small,round,earring_small_round,"""round small earring""",earring,[0.03],"""small round earring""",9498,27,,
39,condition1,wooden,low,table_wood_low,"""wooden low table""",table,[0.99],"""low wooden table""",3096,28,,
39,condition1,sad,skinny,woman2_sad_skinny,"""skinny sad woman""",woman,[0.98],"""sad skinny woman""",4002,29,,
39,condition1,striped,green,frog_striped_green,"""striped green frog""",frog,[0.97],"""green striped frog""",4892,30,,
39,condition1,wet,red,shorts_wet_red,"""red wet shorts""",shorts,[0.98],"""wet red shorts""",4679,31,,
39,condition1,black and white,rectangular,picture_bw_rectangular,"""rectangular black and white picture""",picture,[0.04],"""black and white rectangular picture""",5450,32,,
39,condition1,mustache-touting,glasses-wearing,man2_mustached_glassed,"""glasses-wearing mustache-touting man""",man,[0.09],"""mustache-touting glasses-wearing man""",5433,33,,
39,condition1,happy,fat,woman2_happy_fat,"""happy fat woman""",woman,[0.02],"""fat happy woman""",3978,34,,
39,condition1,straight,blond,hair_straight_blonde,"""straight blond hair""",hair,[0.05],"""blond straight hair""",4153,35,,
39,condition1,wooden,clean,spoon_wooden_clean,"""clean wooden spoon""",spoon,[0.04],"""wooden clean spoon""",4355,36,,
39,condition1,black,glossy,nails_black_glossy,"""black glossy nails""",nails,[0.06],"""glossy black nails""",3631,37,,
39,condition1,black,matte,nails_black_matte,"""black matte nails""",nails,[0.07],"""matte black nails""",4139,38,,
39,condition1,open,cardboard,box_open_cardboard,"""open cardboard box""",box,[0.01],"""cardboard open box""",3827,39,,
39,condition1,bearded,hat-wearing,man2_bearded_hatted,"""bearded hat-wearing man""",man,[0.05],"""hat-wearing bearded man""",8862,40,,
39,condition1,dry,red,shorts_dry_red,"""red dry shorts""",shorts,[0.97],"""dry red shorts""",3053,41,,
39,condition1,wooden,high,table_wood_high,"""wooden high table""",table,[0.97],"""high wooden table""",3357,42,,
39,condition1,red,matte,nails_red_matte,"""matte red nails""",nails,[0.92],"""red matte nails""",4659,43,,
39,condition1,red,glossy,nails_red_glossy,"""red glossy nails""",nails,[0.91],"""glossy red nails""",2815,44,,
39,condition1,long,black,pencil_long_black,"""long black pencil""",pencil,[0.09],"""black long pencil""",2966,45,,
39,condition1,colored,rectangular,picture_colored_rectangular,"""colored rectangular picture""",picture,[0.94],"""rectangular colored picture""",7426,46,,
39,condition1,spotted,red,frog_spotted_red,"""red spotted frog""",frog,[0.05],"""spotted red frog""",3610,47,,
39,condition1,young,happy,woman_young_happy,"""happy young woman""",woman,[0.05],"""young happy woman""",5430,48,,
39,condition1,closed,wooden,box_closed_wood,"""closed wooden box""",box,[0.06],"""wooden closed box""",4690,49,,
39,condition1,black and white,square,picture_bw_square,"""black and white square picture""",picture,[0.02],"""square black and white picture""",6818,50,,
39,condition1,old,bearded,man_old_bearded,"""bearded old man""",man,[0.05],"""old bearded man""",3498,51,,
39,condition1,happy,skinny,woman2_happy_skinny,"""happy skinny woman""",woman,[0.06],"""skinny happy woman""",3144,52,,
39,condition1,curly,brown,hair_curly_brown,"""curly brown hair""",hair,[0.07],"""brown curly hair""",4292,53,,
39,condition1,straight,brown,hair_straight_brown,"""straight brown hair""",hair,[0.03],"""brown straight hair""",4070,54,,
39,condition1,young,bearded,man_young_bearded,"""bearded young man""",man,[0.08],"""young bearded man""",2413,55,,
39,condition1,metal,low,table_metal_low,"""metal low table""",table,[0.96],"""low metal table""",3115,56,,
39,condition1,sad,fat,woman2_sad_fat,"""sad fat woman""",woman,[0.06],"""fat sad woman""",4087,57,,
39,condition1,striped,red,frog_striped_red,"""striped red frog""",frog,[0.99],"""red striped frog""",2628,58,,
39,condition1,glass,small,bottle_glass_small,"""small glass bottle""",bottle,[0.04],"""glass small bottle""",4431,59,,
39,condition1,wooden,dirty,spoon_wooden_dirty,"""dirty wooden spoon""",spoon,[0.05],"""wooden dirty spoon""",2514,60,,
39,condition1,wet,green,shorts_wet_green,"""green wet shorts""",shorts,[0.99],"""wet green shorts""",3244,61,,
39,condition1,spotted,green,frog_spotted_green,"""green spotted frog""",frog,[0],"""spotted green frog""",4576,62,,
81,condition1,,,,,Elizabeth,Elizabeth,,0,1,bot_check,
81,condition1,black and white,square,picture_bw_square,"""square black and white picture""",picture,[0.16],"""black and white square picture""",7302,3,,
81,condition1,bearded,glasses-wearing,man2_bearded_glassed,"""glasses-wearing bearded man""",man,[0.08],"""bearded glasses-wearing man""",6379,4,,
81,condition1,long,blue,pencil_long_blue,"""long blue pencil""",pencil,[0],"""blue long pencil""",6037,5,,
81,condition1,metal,clean,spoon_metal_clean,"""metal clean spoon""",spoon,[1],"""clean metal spoon""",4389,6,,
81,condition1,curly,blond,hair_curly_blonde,"""curly blond hair""",hair,[0.28],"""blond curly hair""",6871,7,,
81,condition1,short,black,pencil_short_black,"""black short pencil""",pencil,[0.86],"""short black pencil""",6301,8,,
81,condition1,colored,square,picture_colored_square,"""colored square picture""",picture,[0.24],"""square colored picture""",16429,9,,
81,condition1,closed,wooden,box_closed_wood,"""closed wooden box""",box,[0.12],"""wooden closed box""",11499,10,,
81,condition1,old,bearded,man_old_bearded,"""old bearded man""",man,[0.1],"""bearded old man""",4141,11,,
81,condition1,black,matte,nails_black_matte,"""black matte nails""",nails,[0.88],"""matte black nails""",8640,12,,
81,condition1,sad,skinny,woman2_sad_skinny,"""sad skinny woman""",woman,[0.07],"""skinny sad woman""",3092,13,,
81,condition1,dry,red,shorts_dry_red,"""red dry shorts""",shorts,[0.9],"""dry red shorts""",5729,14,,
81,condition1,glass,big,bottle_glass_big,"""glass big bottle""",bottle,[1],"""big glass bottle""",2867,15,,
81,condition1,black,glossy,nails_black_glossy,"""glossy black nails""",nails,[0],"""black glossy nails""",2695,16,,
81,condition1,wet,red,shorts_wet_red,"""wet red shorts""",shorts,[0],"""red wet shorts""",6942,17,,
81,condition1,spotted,red,frog_spotted_red,"""spotted red frog""",frog,[0.48],"""red spotted frog""",9824,18,,
81,condition1,straight,brown,hair_straight_brown,"""straight brown hair""",hair,[0],"""brown straight hair""",4018,19,,
81,condition1,big,round,earring_big_round,"""big round earring""",earring,[0],"""round big earring""",4133,20,,
81,condition1,colored,rectangular,picture_colored_rectangular,"""rectangular colored picture""",picture,[1],"""colored rectangular picture""",3672,21,,
81,condition1,old,sad,woman_old_sad,"""old sad woman""",woman,[1],"""sad old woman""",2021,22,,
81,condition1,spotted,green,frog_spotted_green,"""green spotted frog""",frog,[1],"""spotted green frog""",2211,23,,
81,condition1,black and white,rectangular,picture_bw_rectangular,"""black and white rectangular picture""",picture,[0],"""rectangular black and white picture""",5756,24,,
81,condition1,young,clean-shaven,man_young_cleanshaven,"""clean-shaven young man""",man,[0],"""young clean-shaven man""",2795,25,,
81,condition1,old,happy,woman_old_happy,"""old happy woman""",woman,[1],"""happy old woman""",1853,26,,
81,condition1,plastic,small,bottle_plastic_small,"""plastic small bottle""",bottle,[1],"""small plastic bottle""",2090,27,,
81,condition1,small,triangular,earring_small_triangular,"""small triangular earring""",earring,[0],"""triangular small earring""",2484,28,,
81,condition1,striped,red,frog_striped_red,"""striped red frog""",frog,[0],"""red striped frog""",2677,29,,
81,condition1,red,matte,nails_red_matte,"""red matte nails""",nails,[1],"""matte red nails""",2386,30,,
81,condition1,wooden,high,table_wood_high,"""wooden high table""",table,[1],"""high wooden table""",44763,31,,
81,condition1,long,black,pencil_long_black,"""black long pencil""",pencil,[1],"""long black pencil""",1748,32,,
81,condition1,metal,low,table_metal_low,"""low metal table""",table,[0],"""metal low table""",1875,33,,
81,condition1,mustache-touting,hat-wearing,man2_mustached_hatted,"""hat-wearing mustache-touting man""",man,[0],"""mustache-touting hat-wearing man""",4910,34,,
81,condition1,wooden,low,table_wood_low,"""wooden low table""",table,[1],"""low wooden table""",2079,35,,
81,condition1,wooden,dirty,spoon_wooden_dirty,"""dirty wooden spoon""",spoon,[0],"""wooden dirty spoon""",1797,36,,
81,condition1,sad,fat,woman2_sad_fat,"""sad fat woman""",woman,[0],"""fat sad woman""",4476,37,,
81,condition1,curly,brown,hair_curly_brown,"""curly brown hair""",hair,[0],"""brown curly hair""",3424,38,,
81,condition1,young,bearded,man_young_bearded,"""bearded young man""",man,[0.19],"""young bearded man""",5159,39,,
81,condition1,metal,dirty,spoon_metal_dirty,"""metal dirty spoon""",spoon,[1],"""dirty metal spoon""",2100,40,,
81,condition1,open,cardboard,box_open_cardboard,"""cardboard open box""",box,[1],"""open cardboard box""",3503,41,,
81,condition1,dry,green,shorts_dry_green,"""green dry shorts""",shorts,[1],"""dry green shorts""",4166,42,,
81,condition1,young,happy,woman_young_happy,"""happy young woman""",woman,[0],"""young happy woman""",2024,43,,
81,condition1,happy,skinny,woman2_happy_skinny,"""skinny happy woman""",woman,[0.67],"""happy skinny woman""",4236,44,,
81,condition1,happy,fat,woman2_happy_fat,"""fat happy woman""",woman,[1],"""happy fat woman""",1602,45,,
81,condition1,old,clean-shaven,man_old_cleanshaven,"""old clean-shaven man""",man,[0.88],"""clean-shaven old man""",6448,46,,
81,condition1,small,round,earring_small_round,"""small round earring""",earring,[0.06],"""round small earring""",2763,47,,
81,condition1,big,triangular,earring_big_triangular,"""triangular big earring""",earring,[0.93],"""big triangular earring""",2760,48,,
81,condition1,mustache-touting,glasses-wearing,man2_mustached_glassed,"""mustache-touting glasses-wearing man""",man,[0.12],"""glasses-wearing mustache-touting man""",8007,49,,
81,condition1,short,blue,pencil_short_blue,"""blue short pencil""",pencil,[0.88],"""short blue pencil""",1490,50,,
81,condition1,open,wooden,box_open_wood,"""wooden open box""",box,[1],"""open wooden box""",2364,51,,
81,condition1,plastic,big,bottle_plastic_big,"""big plastic bottle""",bottle,[0],"""plastic big bottle""",1877,52,,
81,condition1,closed,cardboard,box_closed_cardboard,"""closed cardboard box""",box,[0],"""cardboard closed box""",3796,53,,
81,condition1,red,glossy,nails_red_glossy,"""glossy red nails""",nails,[0],"""red glossy nails""",2516,54,,
81,condition1,wooden,clean,spoon_wooden_clean,"""wooden clean spoon""",spoon,[1],"""clean wooden spoon""",2506,55,,
81,condition1,bearded,hat-wearing,man2_bearded_hatted,"""bearded hat-wearing man""",man,[0.75],"""hat-wearing bearded man""",6495,56,,
81,condition1,straight,blond,hair_straight_blonde,"""blond straight hair""",hair,[0.86],"""straight blond hair""",13104,57,,
